,Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,gameid
2302,153,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,13,5,65,0,27,0,0,118
2303,140,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,0,0,118
2304,802,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,118
2305,427,LAR,17,31,372,2,0,0,0,65,119.3,0,0,0,0,0,0,0,0,0,0,0,118
2306,425,LAR,0,0,0,0,0,0,0,0,,11,49,0,15,3,2,20,0,14,0,0,118
2307,419,LAR,0,0,0,0,0,0,0,0,,10,44,1,20,1,0,0,0,0,0,0,118
2308,431,LAR,0,0,0,0,0,0,0,0,,4,6,0,6,2,2,36,0,31,0,0,118
2309,424,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,220,1,65,0,0,118
2310,432,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,15,0,11,0,0,118
2311,417,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,118
2312,418,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,118
2313,416,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,118
2314,420,LAR,0,0,0,0,0,0,0,0,,1,-1,0,-1,8,3,73,1,31,0,0,118
2315,111,CAR,19,37,158,0,3,7,58,24,28.9,0,0,0,0,0,0,0,0,0,0,0,119
2316,108,CAR,0,0,0,0,0,0,0,0,,14,117,1,40,5,4,38,0,24,0,0,119
2317,118,CAR,0,0,0,0,0,0,0,0,,4,9,0,6,0,0,0,0,0,0,0,119
2318,104,CAR,0,0,0,0,0,0,0,0,,1,4,0,4,3,1,3,0,3,0,0,119
2319,102,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,11,4,46,0,20,0,0,119
2320,115,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,38,0,10,0,0,119
2321,107,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,9,0,0,119
2322,95,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,12,0,10,0,0,119
2323,101,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,119
2324,106,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,119
2325,464,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,119
2326,689,SFO,18,22,175,2,1,3,19,29,111.2,0,0,0,0,0,0,0,0,0,0,0,119
2327,692,SFO,0,0,0,0,0,0,0,0,,11,105,3,48,2,2,13,1,10,0,0,119
2328,686,SFO,0,0,0,0,0,0,0,0,,9,60,1,41,0,0,0,0,0,0,0,119
2329,684,SFO,0,0,0,0,0,0,0,0,,11,35,0,17,1,1,15,0,15,0,0,119
2330,687,SFO,0,0,0,0,0,0,0,0,,2,29,1,20,3,3,19,0,9,0,0,119
2331,690,SFO,0,0,0,0,0,0,0,0,,2,6,0,4,0,0,0,0,0,0,0,119
2332,682,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,86,0,29,0,0,119
2333,230,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,25,1,13,0,0,119
2334,683,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,119
2335,695,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0,119
2336,685,SFO,0,0,0,0,0,0,0,0,,3,-3,0,-1,0,0,0,0,0,0,0,119
2337,445,MIA,21,34,190,2,2,4,20,17,71.9,5,17,0,8,0,0,0,0,0,2,1,120
2338,450,MIA,0,0,0,0,0,0,0,0,,11,35,0,9,6,3,19,0,9,1,1,120
2339,437,MIA,0,0,0,0,0,0,0,0,,3,8,0,4,1,1,11,0,11,0,0,120
2340,457,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,59,0,15,0,0,120
2341,781,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,42,0,14,0,0,120
2342,438,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,32,0,17,0,0,120
2343,451,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,1,12,0,0,120
2344,443,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,0,5,0,0,120
2345,454,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,1,5,0,0,120
2346,820,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,120
2347,435,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,120
2348,642,PIT,20,36,251,2,1,2,15,45,84.4,0,0,0,0,0,0,0,0,0,1,0,120
2349,653,PIT,0,0,0,0,0,0,0,0,,23,145,1,25,4,3,5,0,9,0,0,120
2350,791,PIT,0,0,0,0,0,0,0,0,,5,13,0,5,0,0,0,0,0,0,0,120
2351,633,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,103,1,34,0,0,120
2352,648,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,84,1,45,0,0,120
2353,639,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,6,1,21,0,21,0,0,120
2354,650,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,19,0,14,0,0,120
2355,664,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,15,0,15,0,0,120
2356,652,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,0,4,0,0,120
2357,634,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,120
2358,641,PIT,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,120
2359,689,SFO,28,37,317,4,0,1,7,32,136.9,3,2,0,4,0,0,0,0,0,0,0,121
2360,684,SFO,0,0,0,0,0,0,0,0,,15,78,0,31,2,2,14,0,9,0,0,121
2361,692,SFO,0,0,0,0,0,0,0,0,,12,23,0,8,4,2,13,0,9,0,0,121
2362,230,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,112,1,32,0,0,121
2363,682,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,79,1,30,0,0,121
2364,687,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,40,0,17,0,0,121
2365,699,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,29,0,11,0,0,121
2366,695,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,21,1,21,0,0,121
2367,683,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,1,7,0,0,121
2368,690,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,121
2369,686,SFO,0,0,0,0,0,0,0,0,,1,-2,0,-2,0,0,0,0,0,0,0,121
2370,6,ARI,17,24,241,2,0,3,37,88,130.7,5,34,0,21,0,0,0,0,0,0,0,121
2371,440,ARI,0,0,0,0,0,0,0,0,,15,110,1,36,4,4,52,0,21,0,0,121
2372,5,ARI,0,0,0,0,0,0,0,0,,1,8,0,8,5,2,8,0,5,0,0,121
2373,194,ARI,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0,121
2374,7,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,88,1,88,0,0,121
2375,2,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,38,0,20,0,0,121
2376,16,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,22,1,13,0,0,121
2377,11,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,9,0,0,121
2378,3,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,12,0,12,0,0,121
2379,10,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,121
2380,252,ARI,0,0,0,0,0,0,0,0,,1,-3,0,-3,0,0,0,0,0,0,0,121
2381,768,WAS,15,22,144,0,0,4,28,22,86.2,3,14,0,9,0,0,0,0,0,0,0,122
2382,769,WAS,0,0,0,0,0,0,0,0,,18,108,0,28,1,1,22,0,22,0,0,122
2383,626,WAS,0,0,0,0,0,0,0,0,,2,5,0,3,3,2,-2,0,2,0,0,122
2384,762,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,42,0,13,0,0,122
2385,758,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,39,0,13,0,0,122
2386,755,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,0,16,1,0,122
2387,790,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,122
2388,761,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,9,0,9,0,0,122
2389,766,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,122
2390,84,BUF,14,20,160,1,0,2,14,49,110.4,8,12,1,6,0,0,0,0,0,2,0,122
2391,68,BUF,0,0,0,0,0,0,0,0,,20,95,1,17,4,3,45,0,49,0,0,122
2392,74,BUF,0,0,0,0,0,0,0,0,,11,15,0,6,0,0,0,0,0,0,0,122
2393,69,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,76,0,25,0,0,122
2394,82,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,0,8,0,0,122
2395,85,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,1,7,0,0,122
2396,72,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,12,0,11,0,0,122
2397,70,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,122
2398,76,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,122
2399,579,NYJ,27,39,260,1,1,3,22,22,85.4,2,1,0,1,0,0,0,0,0,0,0,123
2400,568,NYJ,0,0,0,0,0,0,0,0,,17,66,0,14,9,8,55,0,12,0,0,123
2401,580,NYJ,0,0,0,0,0,0,0,0,,2,16,0,10,0,0,0,0,0,0,0,123
2402,574,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,83,1,20,0,0,123
2403,709,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,50,0,14,0,0,123
2404,573,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,33,0,22,0,0,123
2405,297,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,20,0,20,0,0,123
2406,499,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,19,0,15,0,0,123
2407,445,MIA,24,36,288,3,0,4,22,34,118.7,5,2,0,6,0,0,0,0,0,0,0,123
2408,450,MIA,0,0,0,0,0,0,0,0,,12,29,0,14,4,3,12,0,5,0,0,123
2409,437,MIA,0,0,0,0,0,0,0,0,,7,19,0,8,1,0,0,0,0,0,0,123
2410,443,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,95,0,34,0,0,123
2411,781,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,72,2,26,0,0,123
2412,457,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,57,1,17,0,0,123
2413,438,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,33,0,18,0,0,123
2414,451,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,16,0,8,0,0,123
2415,454,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,123
2416,132,CHI,10,21,125,0,0,3,23,53,66.6,2,15,0,8,0,0,0,0,0,0,0,124
2417,120,CHI,0,0,0,0,0,0,0,0,,14,40,2,17,4,3,36,0,30,0,0,124
2418,138,CHI,0,0,0,0,0,0,0,0,,2,7,0,7,5,2,9,0,6,0,0,124
2419,135,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,69,0,53,0,0,124
2420,124,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,6,0,6,0,0,124
2421,129,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,124
2422,136,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,124
2423,125,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,1,124
2424,133,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,124
2425,610,PHI,26,39,239,1,0,4,12,25,91.7,4,15,0,8,0,0,0,0,0,0,0,124
2426,625,PHI,0,0,0,0,0,0,0,0,,19,82,1,17,1,1,1,0,1,0,0,124
2427,622,PHI,0,0,0,0,0,0,0,0,,10,42,0,11,3,3,31,0,19,0,0,124
2428,630,PHI,0,0,0,0,0,0,0,0,,2,7,0,4,2,1,3,0,3,1,0,124
2429,611,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,11,9,103,1,25,0,0,124
2430,606,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,39,0,16,0,0,124
2431,609,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,36,0,13,0,0,124
2432,631,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,21,0,12,0,0,124
2433,627,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,124
2434,493,IND,17,26,168,3,1,4,34,21,105.9,1,6,0,6,0,0,0,0,0,1,1,125
2435,327,IND,4,5,59,0,0,1,4,27,115.8,2,4,0,7,0,0,0,0,0,0,0,125
2436,331,IND,0,0,0,0,0,0,0,0,,21,89,0,24,0,0,0,0,0,0,0,125
2437,328,IND,0,0,0,0,0,0,0,0,,3,27,0,22,5,5,53,0,27,2,0,125
2438,321,IND,0,0,0,0,0,0,0,0,,1,7,0,7,3,1,21,0,21,0,0,125
2439,339,IND,0,0,0,0,0,0,0,0,,1,6,0,6,2,1,6,0,6,0,0,125
2440,340,IND,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,76,1,19,0,0,125
2441,320,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,22,1,11,0,0,125
2442,314,IND,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,22,1,14,1,1,125
2443,325,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,9,0,0,125
2444,332,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,125
2445,316,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,125
2446,642,PIT,26,35,191,1,1,1,8,40,84.3,3,5,0,7,0,0,0,0,0,1,0,125
2447,641,PIT,0,0,0,0,0,0,0,0,,12,73,0,45,0,0,0,0,0,0,0,125
2448,635,PIT,0,0,0,0,0,0,0,0,,8,10,0,6,13,13,73,0,17,1,1,125
2449,648,PIT,0,0,0,0,0,0,0,0,,1,2,0,2,2,1,3,0,3,0,0,125
2450,639,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,69,0,40,0,0,125
2451,650,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,30,1,13,0,0,125
2452,633,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,16,0,12,0,0,125
2453,652,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,125
2454,821,PIT,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,125
2455,664,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,125
2456,651,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,125
2457,485,NWE,30,46,285,1,1,2,17,30,80.4,0,0,0,0,0,0,0,0,0,1,0,126
2458,481,NWE,0,0,0,0,0,0,0,0,,9,38,1,8,3,2,46,0,30,0,0,126
2459,504,NWE,0,0,0,0,0,0,0,0,,4,18,0,6,2,1,16,0,16,0,0,126
2460,486,NWE,0,0,0,0,0,0,0,0,,4,18,0,10,2,1,12,0,12,0,0,126
2461,498,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,11,10,89,0,25,1,1,126
2462,23,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,14,10,81,1,15,0,0,126
2463,492,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,28,0,18,0,0,126
2464,491,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,13,0,7,0,0,126
2465,60,BAL,17,23,163,1,0,1,1,26,107.7,16,61,2,18,0,0,0,0,0,0,0,126
2466,48,BAL,0,0,0,0,0,0,0,0,,15,115,0,53,3,2,29,0,18,1,1,126
2467,50,BAL,0,0,0,0,0,0,0,0,,7,27,1,12,0,0,0,0,0,0,0,126
2468,57,BAL,0,0,0,0,0,0,0,0,,3,7,0,3,1,0,0,0,0,0,0,126
2469,62,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,48,0,26,0,0,126
2470,63,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,27,1,8,0,0,126
2471,53,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,21,0,18,0,0,126
2472,55,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,8,0,0,126
2473,58,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,8,0,0,126
2474,780,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,126
2475,51,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,126
2476,64,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,126
2477,291,HOU,22,28,201,2,0,1,7,21,120.4,7,37,0,13,0,0,0,0,0,0,0,127
2478,369,HOU,0,0,0,0,0,0,0,0,,19,160,0,58,0,0,0,0,0,1,1,127
2479,295,HOU,0,0,0,0,0,0,0,0,,7,13,1,4,5,5,68,0,21,0,0,127
2480,309,HOU,0,0,0,0,0,0,0,0,,1,6,0,6,11,8,48,1,21,0,0,127
2481,456,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,52,0,18,0,0,127
2482,294,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,24,0,12,0,0,127
2483,302,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,127
2484,305,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,1,1,1,0,0,127
2485,310,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,127
2486,349,JAX,27,47,309,0,2,3,8,31,59.6,4,34,0,10,0,0,0,0,0,2,2,127
2487,822,JAX,0,0,0,0,0,1,19,0,,0,0,0,0,0,0,0,0,0,1,0,127
2488,364,JAX,0,0,0,0,0,0,0,0,,11,40,0,11,6,5,32,0,14,0,0,127
2489,353,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,80,0,31,0,0,127
2490,357,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,65,0,31,0,0,127
2491,184,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,41,0,18,0,0,127
2492,344,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,2,32,0,20,0,0,127
2493,362,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,9,4,32,0,16,0,0,127
2494,355,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,23,0,23,0,0,127
2495,352,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,0,0,127
2496,346,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,127
2497,738,TEN,27,39,331,1,2,4,21,35,82.3,4,38,1,25,0,0,0,0,0,0,0,128
2498,741,TEN,0,0,0,0,0,0,0,0,,13,63,1,12,3,3,36,1,23,0,0,128
2499,743,TEN,0,0,0,0,0,0,0,0,,4,20,0,15,5,5,33,0,24,1,1,128
2500,732,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,81,0,35,0,0,128
2501,726,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,65,0,25,0,0,128
2502,742,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,48,0,18,0,0,128
2503,739,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,31,0,16,0,0,128
2504,740,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,19,0,14,0,0,128
2505,745,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,18,0,7,0,0,128
2506,729,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,128
2507,111,CAR,17,32,232,2,1,3,18,32,84.4,3,-4,0,-1,0,0,0,0,0,0,0,128
2508,108,CAR,0,0,0,0,0,0,0,0,,24,146,2,58,3,3,20,1,10,0,0,128
2509,102,CAR,0,0,0,0,0,0,0,0,,1,10,0,10,6,3,64,1,32,0,0,128
2510,104,CAR,0,0,0,0,0,0,0,0,,3,6,0,4,1,1,7,0,7,0,0,128
2511,823,CAR,0,0,0,0,0,0,0,0,,1,5,0,5,0,0,0,0,0,0,0,128
2512,115,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,101,0,32,0,0,128
2513,107,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,40,0,23,0,0,128
2514,95,CAR,0,0,0,0,0,0,0,0,,1,-7,0,-7,4,0,0,0,0,0,0,128
2515,458,MIN,19,38,220,3,0,1,8,32,94.2,1,5,0,5,0,0,0,0,0,0,0,129
2516,473,MIN,0,0,0,0,0,0,0,0,,21,71,0,12,7,4,45,0,22,0,0,129
2517,472,MIN,0,0,0,0,0,0,0,0,,1,12,0,12,5,1,4,0,4,0,0,129
2518,477,MIN,0,0,0,0,0,0,0,0,,3,6,0,3,1,0,0,0,0,0,0,129
2519,471,MIN,0,0,0,0,0,0,0,0,,1,2,0,2,1,1,16,1,16,0,0,129
2520,470,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,58,0,26,0,0,129
2521,462,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,37,0,32,0,0,129
2522,475,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,33,0,21,0,0,129
2523,459,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,23,1,15,0,0,129
2524,479,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,1,4,0,0,129
2525,465,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,129
2526,785,KAN,25,35,275,1,0,5,45,41,103.9,0,0,0,0,0,0,0,0,0,2,0,129
2527,378,KAN,0,0,0,0,0,0,0,0,,12,125,1,91,2,2,3,0,5,0,0,129
2528,79,KAN,0,0,0,0,0,0,0,0,,3,9,0,7,1,1,0,0,0,0,0,129
2529,377,KAN,0,0,0,0,0,0,0,0,,1,7,0,7,0,0,0,0,0,1,1,129
2530,379,KAN,0,0,0,0,0,0,0,0,,1,5,0,5,9,6,140,1,41,0,0,129
2531,375,KAN,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,129
2532,372,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,63,0,17,0,0,129
2533,386,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,62,0,17,0,0,129
2534,366,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0,129
2535,370,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,129
2536,253,DET,26,41,406,3,1,2,23,59,110.4,3,6,0,4,0,0,0,0,0,1,1,130
2537,662,DET,0,0,0,0,0,0,0,0,,4,32,0,13,4,3,40,1,26,0,0,130
2538,789,DET,0,0,0,0,0,0,0,0,,9,29,0,10,3,3,7,0,6,0,0,130
2539,547,DET,0,0,0,0,0,0,0,0,,2,16,0,13,0,0,0,0,0,0,0,130
2540,119,DET,0,0,0,0,0,0,0,0,,1,7,0,7,1,0,0,0,0,0,0,130
2541,261,DET,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,132,1,59,0,0,130
2542,260,DET,0,0,0,0,0,0,0,0,,0,0,0,0,10,8,126,1,47,0,0,130
2543,245,DET,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,56,0,23,0,0,130
2544,251,DET,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,29,0,17,0,0,130
2545,793,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,13,0,13,0,0,130
2546,254,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,130
2547,602,OAK,20,31,289,2,0,1,10,34,116.2,0,0,0,0,0,0,0,0,0,0,0,130
2548,585,OAK,0,0,0,0,0,0,0,0,,28,120,2,17,2,0,0,0,0,0,0,130
2549,591,OAK,0,0,0,0,0,0,0,0,,1,27,0,27,0,0,0,0,0,0,0,130
2550,594,OAK,0,0,0,0,0,0,0,0,,2,12,0,7,4,3,56,0,31,0,0,130
2551,589,OAK,0,0,0,0,0,0,0,0,,3,7,0,5,1,1,21,0,21,0,0,130
2552,90,OAK,0,0,0,0,0,0,0,0,,1,3,0,3,4,3,21,0,9,0,0,130
2553,797,OAK,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0,130
2554,584,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,54,1,17,0,0,130
2555,583,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,52,0,31,0,0,130
2556,595,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,48,0,22,0,0,130
2557,603,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,34,0,34,0,0,130
2558,599,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,1,3,0,0,130
2559,287,GNB,23,35,161,1,0,3,22,17,85.5,1,5,0,5,0,0,0,0,0,0,0,131
2560,279,GNB,0,0,0,0,0,0,0,0,,8,30,0,7,3,1,-1,0,-1,0,0,131
2561,283,GNB,0,0,0,0,0,0,0,0,,2,10,0,5,6,6,39,1,10,0,0,131
2562,286,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,44,0,17,0,0,131
2563,278,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,11,7,41,0,9,0,0,131
2564,285,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,21,0,13,0,0,131
2565,267,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,17,0,7,0,0,131
2566,272,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,131
2567,271,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,131
2568,397,LAC,21,28,294,0,0,2,11,56,108.3,3,0,0,1,0,0,0,0,0,0,0,131
2569,409,LAC,0,0,0,0,0,0,0,0,,20,80,2,16,4,3,29,0,13,0,0,131
2570,393,LAC,0,0,0,0,0,0,0,0,,12,70,0,16,4,4,23,0,8,0,0,131
2571,415,LAC,0,0,0,0,0,0,0,0,,2,7,0,6,1,1,7,0,7,0,0,131
2572,396,LAC,0,0,0,0,0,0,0,0,,1,2,0,2,3,3,111,0,56,0,0,131
2573,400,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,84,0,19,0,0,131
2574,407,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,40,0,20,0,0,131
2575,170,CLE,27,42,273,1,0,2,12,41,90.7,3,22,0,16,0,0,0,0,0,0,0,132
2576,174,CLE,0,0,0,0,0,0,0,0,,20,65,0,11,5,4,26,0,11,0,0,132
2577,173,CLE,0,0,0,0,0,0,0,0,,5,8,0,4,2,2,6,0,4,0,0,132
